X1	X2	X3	X4	X5	X6	p_adjusted
251	ENST00000354891	sorex_araneus	1.99861e-05	5.99584e-05	ENSG00000164318	EGFLAM	0.00326918007172414
252	ENST00000355341	sorex_araneus	1.11354e-05	4.45415e-05	ENSG00000166140	ZFYVE19	0.00259485383823529
253	ENST00000355868	sorex_araneus	2.5672e-06	7.7017e-06	ENSG00000166359	WDR88	0.000680331175418994
254	ENST00000356107	sorex_araneus	4.91238e-05	0.0001964953	ENSG00000104067	TJP1	0.00809110334270833
255	ENST00000356264	sorex_araneus	0.0003002303	0.0012009212	ENSG00000078053	AMPH	0.0318073132569514
256	ENST00000356495	sorex_araneus	1.1618e-06	4.6473e-06	ENSG00000162896	PIGR	0.000456937336645963
257	ENST00000356613	sorex_araneus	0.0004615223	0.0018460892	ENSG00000198576	ARC	0.0444975037048781
258	ENST00000356834	sorex_araneus	0.0004604745	0.0013814234	ENSG00000197226	TBC1D9B	0.0352307529045161
259	ENST00000357060	sorex_araneus	4.895e-07	1.9578e-06	ENSG00000197748	CFAP43	0.000229309137777778
260	ENST00000357063	sorex_araneus	8.00185e-05	0.0002400554	ENSG00000136153	LMO7	0.00937223699950617
261	ENST00000357474	sorex_araneus	4.83606e-05	0.0001450819	ENSG00000145194	ECE2	0.00642586835518207
262	ENST00000357632	sorex_araneus	0.0002269951	0.0009079804	ENSG00000173585	CCR9	0.025821917418705
263	ENST00000357799	sorex_araneus	1.8137e-06	7.2549e-06	ENSG00000163535	SGO2	0.000644463364044944
264	ENST00000358065	sorex_araneus	1.11592e-05	4.4637e-05	ENSG00000170364	SETMAR	0.00259485383823529
265	ENST00000358078	sorex_araneus	0.0001758011	0.0007032043	ENSG00000072182	ASIC4	0.0215904201778641
266	ENST00000358431	sorex_araneus	7.5321e-06	3.01284e-05	ENSG00000197077	KIAA1671	0.0019055610432
267	ENST00000358649	sorex_araneus	1.43e-08	5.73e-08	ENSG00000115687	PASK	1.415668125e-05
268	ENST00000358731	sorex_araneus	0.0001355992	0.0004067977	ENSG00000145734	BDP1	0.0138926246920086
269	ENST00000358835	sorex_araneus	0.0001133389	0.0004533557	ENSG00000009413	REV3L	0.01518741595
270	ENST00000358933	sorex_araneus	0.0001371737	0.0005486949	ENSG00000038358	EDC4	0.0175271995127273
271	ENST00000359062	sorex_araneus	4.199e-07	1.6797e-06	ENSG00000172572	PDE3A	0.000204303203076923
272	ENST00000359747	sorex_araneus	7.16e-08	2.865e-07	ENSG00000175065	DSG4	4.81929574468085e-05
273	ENST00000359894	sorex_araneus	5.6721e-06	1.70162e-05	ENSG00000129951	PLPPR3	0.00126065233831776
274	ENST00000359999	sorex_araneus	5.486e-07	1.6459e-06	ENSG00000148204	CRB2	0.000202675519379845
275	ENST00000360356	sorex_araneus	4.7807e-06	1.91229e-05	ENSG00000138496	PARP9	0.0013681959040724
276	ENST00000360482	sorex_araneus	2e-09	6e-09	ENSG00000134668	SPOCD1	1.9765e-06
277	ENST00000360566	sorex_araneus	7.52039e-05	0.0002256116	ENSG00000171848	RRM2	0.00896324276180904
278	ENST00000360589	sorex_araneus	1.92125e-05	7.685e-05	ENSG00000144031	ANKRD53	0.00391454785980707
279	ENST00000360731	sorex_araneus	0.0004018137	0.0012054411	ENSG00000159212	CLIC6	0.0318524213662771
280	ENST00000360954	sorex_araneus	0.0002355428	0.0009421713	ENSG00000125430	HS3ST3B1	0.0265082074654804
281	ENST00000361511	sorex_araneus	9.95754e-05	0.0003983018	ENSG00000086717	PPEF1	0.0136911914382609
282	ENST00000361673	sorex_araneus	0	0	ENSG00000198796	ALPK2	0
283	ENST00000361835	sorex_araneus	7.04298e-05	0.0002112894	ENSG00000143297	FCRL5	0.00852272447142857
284	ENST00000366714	sorex_araneus	2.85342e-05	0.0001141368	ENSG00000198835	GJC2	0.00533944106982248
285	ENST00000366756	sorex_araneus	2.2862e-05	9.14479e-05	ENSG00000198719	DLL1	0.00440993305487805
286	ENST00000367066	sorex_araneus	4.50073e-05	0.000180029	ENSG00000164691	TAGAP	0.0075307368994709
287	ENST00000367097	sorex_araneus	6.81421e-05	0.0002725684	ENSG00000130338	TULP4	0.0102371770565321
288	ENST00000367188	sorex_araneus	8e-09	3.19e-08	ENSG00000158615	PPP1R15B	9.00719285714286e-06
289	ENST00000367309	sorex_araneus	0.0003775623	0.0015102491	ENSG00000174307	PHLDA3	0.0380862181326954
290	ENST00000367739	sorex_araneus	2.3451e-06	9.3803e-06	ENSG00000027697	IFNGR1	0.000788943104255319
291	ENST00000368013	sorex_araneus	3.3995e-06	1.35981e-05	ENSG00000186517	ARHGAP30	0.001078844854
292	ENST00000368317	sorex_araneus	7e-10	2.6e-09	ENSG00000146374	RSPO3	9.34345454545455e-07
293	ENST00000368586	sorex_araneus	0.0003593435	0.0010780304	ENSG00000171811	CFAP46	0.029440097901209
294	ENST00000368614	sorex_araneus	4.06261e-05	0.0001218783	ENSG00000148814	LRRC27	0.00558591211478261
295	ENST00000368742	sorex_araneus	0.0004214292	0.0012642877	ENSG00000203782	LORICRIN	0.0328797978822368
296	ENST00000368919	sorex_araneus	4.8049e-06	1.44148e-05	ENSG00000004809	SLC22A16	0.00111728832156863
297	ENST00000369620	sorex_araneus	0.0006642775	0.0019928324	ENSG00000160211	G6PD	0.0469477644994048
298	ENST00000369755	sorex_araneus	0.0003864234	0.0015456934	ENSG00000065613	SLK	0.0387329699537242
299	ENST00000369774	sorex_araneus	0.0002840726	0.0011362902	ENSG00000107957	SH3PXD2A	0.0305042795286927
300	ENST00000370068	sorex_araneus	8.2e-09	3.27e-08	ENSG00000162631	NTNG1	9.0710947368421e-06
301	ENST00000370467	sorex_araneus	0.0001311086	0.0003933257	ENSG00000176988	FMR1NB	0.0136387411587719
302	ENST00000370536	sorex_araneus	1.79756e-05	7.19025e-05	ENSG00000134595	SOX3	0.00371543245098039
303	ENST00000370540	sorex_araneus	0.0002861121	0.0008583364	ENSG00000203933	CXorf66	0.0248117278917733
304	ENST00000370747	sorex_araneus	0.0002691932	0.0008075795	ENSG00000137965	IFI44	0.0237792310130354
305	ENST00000370751	sorex_araneus	0.0002133501	0.0006400502	ENSG00000137959	IFI44L	0.0199614867108481
306	ENST00000370981	sorex_araneus	1.45123e-05	5.80494e-05	ENSG00000162595	DIRAS3	0.00317604537301038
307	ENST00000371100	sorex_araneus	0	0	ENSG00000087460	GNAS	0
308	ENST00000371331	sorex_araneus	0.0001794396	0.0007177583	ENSG00000116205	TCEANC2	0.0218253735376923
309	ENST00000371355	sorex_araneus	0.0003833068	0.0015332274	ENSG00000148408	CACNA1B	0.0385427530187599
310	ENST00000371600	sorex_araneus	0.0002044766	0.0008179065	ENSG00000107281	NPDC1	0.0239495140333333
311	ENST00000372027	sorex_araneus	5.1454e-06	2.05816e-05	ENSG00000173269	MMRN2	0.00143586194713656
312	ENST00000372055	sorex_araneus	1.74525e-05	6.981e-05	ENSG00000112715	VEGFA	0.00361913350819672
313	ENST00000372720	sorex_araneus	1.608e-07	6.433e-07	ENSG00000244274	DBNDD2	9.5064108411215e-05
314	ENST00000372907	sorex_araneus	0.0002599744	0.0007799231	ENSG00000102387	TAF7L	0.0233121815826087
315	ENST00000373094	sorex_araneus	0	0	ENSG00000102290	PCDH11X	0
316	ENST00000373593	sorex_araneus	1.42484e-05	4.27453e-05	ENSG00000160055	TMEM234	0.0025224919
317	ENST00000373644	sorex_araneus	0.0002340694	0.0009362776	ENSG00000138336	TET1	0.0264364668057143
318	ENST00000373696	sorex_araneus	2.56556e-05	7.69669e-05	ENSG00000147174	GCNA	0.00391454785980707
319	ENST00000373944	sorex_araneus	0.00019597	0.00078388	ENSG00000122952	ZWINT	0.0233422044444444
320	ENST00000374140	sorex_araneus	1.527e-07	6.108e-07	ENSG00000138835	RGS3	9.1112920754717e-05
321	ENST00000374264	sorex_araneus	0.0003886711	0.0015546844	ENSG00000106868	SUSD1	0.0388966293240506
322	ENST00000374339	sorex_araneus	6.2194e-06	2.48775e-05	ENSG00000204179	PTPN20	0.00166477771428571
323	ENST00000374428	sorex_araneus	2.5745e-06	1.0298e-05	ENSG00000171133	OR2K2	0.000852523434554974
324	ENST00000374530	sorex_araneus	0.0001572003	0.0006288012	ENSG00000157654	PALM2AKAP2	0.0198059852079681
325	ENST00000374667	sorex_araneus	5.6095e-05	0.0002243798	ENSG00000148156	ACTL7B	0.00894899456926952
326	ENST00000375011	sorex_araneus	0.0004446464	0.0017785858	ENSG00000119514	GALNT12	0.0431845606257669
327	ENST00000375331	sorex_araneus	0.0004433732	0.0013301196	ENSG00000204344	STK19	0.0341426154467532
328	ENST00000375430	sorex_araneus	0.0003199317	0.0012797266	ENSG00000139835	GRTP1	0.0330915008686275
329	ENST00000375608	sorex_araneus	0.0004825028	0.0019300113	ENSG00000126217	MCF2L	0.0459598474030121
330	ENST00000375856	sorex_araneus	0.0006647083	0.001994125	ENSG00000185950	IRS2	0.0469477644994048
331	ENST00000375980	sorex_araneus	0.0001939691	0.0007758764	ENSG00000142634	EFHD2	0.0232351470393939
332	ENST00000376042	sorex_araneus	1.039e-07	2.078e-07	ENSG00000147082	CCNB3	3.65081511111111e-05
333	ENST00000376350	sorex_araneus	1.32464e-05	2.64927e-05	ENSG00000080031	PTPRH	0.00170980641795918
334	ENST00000376406	sorex_araneus	2.11e-08	6.34e-08	ENSG00000137337	MDC1	1.5189103030303e-05
335	ENST00000376468	sorex_araneus	0.0003049816	0.0009149448	ENSG00000120937	NPPB	0.0258803348436494
336	ENST00000376656	sorex_araneus	8.86e-08	3.542e-07	ENSG00000204599	TRIM39	5.77382515463918e-05
337	ENST00000376894	sorex_araneus	1.513e-07	6.053e-07	ENSG00000204655	MOG	9.1112920754717e-05
338	ENST00000377340	sorex_araneus	1e-10	4e-10	ENSG00000101343	CRNKL1	1.91660606060606e-07
339	ENST00000377348	sorex_araneus	3.13557e-05	9.40671e-05	ENSG00000160948	VPS28	0.00448436416506024
340	ENST00000377413	sorex_araneus	1.92484e-05	7.69937e-05	ENSG00000184659	FOXD4L4	0.00391454785980707
341	ENST00000377420	sorex_araneus	3.7064e-06	1.48255e-05	ENSG00000204779	FOXD4L5	0.00114351612682927
342	ENST00000377540	sorex_araneus	1.10088e-05	4.40354e-05	ENSG00000204815	ODAD4	0.00257884349925926
343	ENST00000378126	sorex_araneus	7.61249e-05	0.0002283746	ENSG00000081842	PCDHA6	0.009027647938
344	ENST00000378142	sorex_araneus	1.36719e-05	5.46878e-05	ENSG00000171659	GPR34	0.00302350871888112
345	ENST00000378486	sorex_araneus	1.7e-08	5.1e-08	ENSG00000149527	PLCH2	1.28252888888889e-05
346	ENST00000378653	sorex_araneus	9e-10	2.8e-09	ENSG00000165164	CFAP47	9.83857777777778e-07
347	ENST00000378832	sorex_araneus	0.0003168032	0.0012672128	ENSG00000205126	ACCSL	0.0329017549977011
348	ENST00000378858	sorex_araneus	0.0006643145	0.0019929434	ENSG00000125872	LRRN4	0.0469477644994048
349	ENST00000379198	sorex_araneus	3.146e-07	9.439e-07	ENSG00000176022	B3GALT6	0.000130920585964912
350	ENST00000379289	sorex_araneus	0.0001020478	0.0003061434	ENSG00000162571	TTLL10	0.0111537775133641
351	ENST00000379409	sorex_araneus	7.12633e-05	0.0002850534	ENSG00000187583	PLEKHN1	0.0105101958564103
352	ENST00000379499	sorex_araneus	0.0002986795	0.0011947179	ENSG00000185915	KLHL34	0.0316961064342282
353	ENST00000379907	sorex_araneus	8.7e-09	3.5e-08	ENSG00000197140	ADAM32	9.54172413793104e-06
354	ENST00000380032	sorex_araneus	2.28696e-05	9.14785e-05	ENSG00000120160	EQTN	0.00440993305487805
355	ENST00000380243	sorex_araneus	0.0001435238	0.0005740952	ENSG00000205476	CCDC85C	0.0182280990008032
356	ENST00000380473	sorex_araneus	0.0004313536	0.0017254143	ENSG00000175664	TEX26	0.0421977116822257
357	ENST00000380488	sorex_araneus	0.0004742135	0.0018968538	ENSG00000102048	ASB9	0.0454249121470499
358	ENST00000380588	sorex_araneus	1.569e-06	4.7069e-06	ENSG00000183067	IGSF5	0.000459416683950617
359	ENST00000380903	sorex_araneus	1.6793e-05	6.71722e-05	ENSG00000073169	SELENOO	0.00352866055282392
360	ENST00000381260	sorex_araneus	2.09923e-05	4.19846e-05	ENSG00000171476	HOPX	0.00249571614736842
361	ENST00000381261	sorex_araneus	1.8528e-06	5.5585e-06	ENSG00000197976	AKAP17A	0.000525823409411765
362	ENST00000381585	sorex_araneus	0.0004609171	0.0018436684	ENSG00000150873	C2orf50	0.0444975037048781
363	ENST00000381761	sorex_araneus	0.0002729104	0.0010916417	ENSG00000166762	CATSPER2	0.0297604113110345
364	ENST00000381916	sorex_araneus	4.134e-07	1.6535e-06	ENSG00000061938	TNK2	0.000202675519379845
365	ENST00000381930	sorex_araneus	0.0004432293	0.0017729171	ENSG00000109790	KLHL5	0.0431282541310769
366	ENST00000381989	sorex_araneus	0	0	ENSG00000102699	PARP4	0
367	ENST00000382120	sorex_araneus	0.0001764679	0.0007058715	ENSG00000109610	SOD3	0.0216303103837209
368	ENST00000382500	sorex_araneus	4.17e-08	1.667e-07	ENSG00000170122	FOXD4	3.14357619047619e-05
369	ENST00000388934	sorex_araneus	1.3051e-05	3.9153e-05	ENSG00000172478	MAB21L4	0.00238096611340996
370	ENST00000389709	sorex_araneus	5.58574e-05	0.0002234295	ENSG00000070476	ZXDC	0.00894396773164557
371	ENST00000390654	sorex_araneus	1.17508e-05	4.7003e-05	ENSG00000050767	COL23A1	0.00269279505797101
372	ENST00000392000	sorex_araneus	4.9384e-06	1.97537e-05	ENSG00000124831	LRRFIP1	0.0014008722941704
373	ENST00000392102	sorex_araneus	0.0003666352	0.0014665408	ENSG00000135912	TTLL4	0.03710230900736
374	ENST00000392464	sorex_araneus	5.13e-08	1.538e-07	ENSG00000170633	RNF34	3.07833620253165e-05
375	ENST00000393061	sorex_araneus	0.000623613	0.0012472261	ENSG00000197859	ADAMTSL2	0.032661471394702
376	ENST00000393316	sorex_araneus	4.14546e-05	0.0001658183	ENSG00000188761	BCL2L15	0.00710547143523035
377	ENST00000393794	sorex_araneus	3.67615e-05	0.000147046	ENSG00000005075	POLR2J	0.00649466858100559
378	ENST00000393847	sorex_araneus	5.12695e-05	0.0002050781	ENSG00000167261	DPEP2	0.00833597665089974
379	ENST00000394086	sorex_araneus	1e-10	4e-10	ENSG00000131759	RARA	1.91660606060606e-07
380	ENST00000394329	sorex_araneus	0	0	ENSG00000196159	FAT4	0
381	ENST00000394573	sorex_araneus	0.0002647279	0.0007941838	ENSG00000156222	SLC28A1	0.0235823395543071
382	ENST00000394767	sorex_araneus	0.0005317693	0.001595308	ENSG00000168772	CXXC4	0.0396776259037736
383	ENST00000394810	sorex_araneus	4.2654e-06	1.70617e-05	ENSG00000166317	SYNPO2L	0.00126065233831776
384	ENST00000394818	sorex_araneus	2.49843e-05	9.99371e-05	ENSG00000149503	INCENP	0.00474530428742515
385	ENST00000394835	sorex_araneus	7.3024e-06	2.19071e-05	ENSG00000176927	EFCAB5	0.00149308217758621
386	ENST00000395066	sorex_araneus	2.01742e-05	6.05226e-05	ENSG00000179335	CLK3	0.00327734024383562
387	ENST00000395676	sorex_araneus	3.89724e-05	0.0001558897	ENSG00000130487	KLHDC7B	0.00679043508650138
388	ENST00000395891	sorex_araneus	0	0	ENSG00000002746	HECW1	0
389	ENST00000395925	sorex_araneus	2.95e-07	1.1798e-06	ENSG00000106571	GLI3	0.000156472916666667
390	ENST00000396229	sorex_araneus	0.0003804637	0.0015218549	ENSG00000103534	TMC5	0.0383177861127389
391	ENST00000396432	sorex_araneus	1.17221e-05	3.51664e-05	ENSG00000107863	ARHGAP21	0.00218917762519685
392	ENST00000397147	sorex_araneus	0.0001437014	0.0002874027	ENSG00000100365	NCF4	0.0105453970051044
393	ENST00000397192	sorex_araneus	8.833e-07	2.6498e-06	ENSG00000157212	PAXIP1	0.000285024745578231
394	ENST00000397899	sorex_araneus	0	1e-10	ENSG00000196872	CRACDL	5.27066666666667e-08
395	ENST00000397906	sorex_araneus	1e-10	5e-10	ENSG00000100154	TTC28	2.25885714285714e-07
396	ENST00000398027	sorex_araneus	0.0003329449	0.0009988348	ENSG00000078487	ZCWPW1	0.0278055912985915
397	ENST00000398136	sorex_araneus	1.2687e-06	3.8061e-06	ENSG00000152558	TMEM123	0.000390792553246753
398	ENST00000398458	sorex_araneus	1.63843e-05	6.55372e-05	ENSG00000186452	TMPRSS12	0.00347531366287625
399	ENST00000398600	sorex_araneus	0.0002218449	0.0008873795	ENSG00000157601	MX1	0.0254189214746377
400	ENST00000398841	sorex_araneus	1.3e-09	5.2e-09	ENSG00000090238	YPEL3	1.74941276595745e-06
401	ENST00000399151	sorex_araneus	3.40564e-05	0.0001362255	ENSG00000142197	DOP1B	0.00615427887428571
402	ENST00000399391	sorex_araneus	0.0004090471	0.0016361885	ENSG00000188162	OTOG	0.0403622267550702
403	ENST00000399881	sorex_araneus	0.0001792087	0.0005376262	ENSG00000215262	KCNU1	0.017348868315102
404	ENST00000400457	sorex_araneus	0	0	ENSG00000099715	PCDH11Y	0
405	ENST00000401815	sorex_araneus	0.0003036466	0.0009109398	ENSG00000178732	GP5	0.0258595693314183
406	ENST00000402301	sorex_araneus	5.18e-08	2.073e-07	ENSG00000103275	UBE2I	3.65081511111111e-05
407	ENST00000402693	sorex_araneus	2.91447e-05	0.0001165789	ENSG00000181588	MEX3D	0.00537418532594752
408	ENST00000402988	sorex_araneus	0.0005335316	0.0016005947	ENSG00000216588	IGSF23	0.0397309315485086
409	ENST00000403482	sorex_araneus	0.0001929885	0.0007719538	ENSG00000133794	BMAL1	0.0232351470393939
410	ENST00000404283	sorex_araneus	5.17315e-05	0.0001551945	ENSG00000130294	KIF1A	0.00677882716574586
411	ENST00000404286	sorex_araneus	7.67864e-05	0.0003071457	ENSG00000169026	SLC49A3	0.0111574621779817
412	ENST00000404694	sorex_araneus	3.7152e-06	1.11457e-05	ENSG00000138028	CGREF1	0.000917894835416667
413	ENST00000404971	sorex_araneus	7.1861e-05	0.0002874441	ENSG00000179915	NRXN1	0.0105453970051044
414	ENST00000405142	sorex_araneus	1.15e-08	4.6e-08	ENSG00000168101	NUDT16L1	1.21225333333333e-05
415	ENST00000405322	sorex_araneus	0.0003201998	0.0012807993	ENSG00000138075	ABCG5	0.0330915008686275
416	ENST00000405356	sorex_araneus	0.0003049723	0.0012198894	ENSG00000166197	NOLC1	0.032148151988
417	ENST00000406938	sorex_araneus	0.0001288772	0.0005155087	ENSG00000100288	CHKB	0.0167720649473251
418	ENST00000407263	sorex_araneus	5.453e-06	2.1812e-05	ENSG00000011105	TSPAN9	0.00149303612121212
419	ENST00000407587	sorex_araneus	2.76589e-05	8.29767e-05	ENSG00000133454	MYO18B	0.00415198601392405
420	ENST00000408973	sorex_araneus	1.24019e-05	2.48038e-05	ENSG00000214402	LCNL1	0.00166477771428571
421	ENST00000409012	sorex_araneus	5.2926e-06	1.58778e-05	ENSG00000176058	TPRN	0.00120701814230769
422	ENST00000409085	sorex_araneus	8.80691e-05	0.0003522764	ENSG00000115977	AAK1	0.012433469725
423	ENST00000409116	sorex_araneus	5.06844e-05	0.0002027376	ENSG00000124380	SNRNP27	0.0082834287627907
424	ENST00000409138	sorex_araneus	0.0001399307	0.0005597229	ENSG00000134222	PSRC1	0.0178434243846774
425	ENST00000409260	sorex_araneus	0.0002002773	0.0008011093	ENSG00000115661	STK16	0.02363272435
426	ENST00000409359	sorex_araneus	1.48e-08	5.93e-08	ENSG00000136002	ARHGEF4	1.44254092307692e-05
427	ENST00000409511	sorex_araneus	0.000540214	0.001620642	ENSG00000153563	CD8A	0.0401026467981221
428	ENST00000409579	sorex_araneus	1.12815e-05	4.51259e-05	ENSG00000144218	AFF3	0.00261366568058608
429	ENST00000409816	sorex_araneus	7.4459e-06	2.97837e-05	ENSG00000169994	MYO7B	0.00189132475662651
430	ENST00000409999	sorex_araneus	4.18056e-05	0.0001672224	ENSG00000187658	C5orf52	0.00712719720107817
431	ENST00000411458	sorex_araneus	2.8631e-06	8.5893e-06	ENSG00000173264	GPR137	0.000734129792432432
432	ENST00000411543	sorex_araneus	0.0006329764	0.0018989291	ENSG00000063245	EPN1	0.0454249121470499
433	ENST00000411696	sorex_araneus	4.4827e-06	1.79308e-05	ENSG00000115568	ZNF142	0.00130655211797235
434	ENST00000412232	sorex_araneus	8.93184e-05	0.0003572735	ENSG00000020181	ADGRA2	0.0125817563073497
435	ENST00000412477	sorex_araneus	5.625e-07	2.25e-06	ENSG00000141480	ARRB2	0.000255750689361702
436	ENST00000413459	sorex_araneus	0.0001991046	0.0007964185	ENSG00000162066	AMDHD2	0.0235823395543071
437	ENST00000414000	sorex_araneus	0.0001090093	0.0004360373	ENSG00000146360	GPR6	0.0147636440847966
438	ENST00000415380	sorex_araneus	1.02041e-05	4.08163e-05	ENSG00000073060	SCARB1	0.00244464899848485
439	ENST00000418460	sorex_araneus	8.1839e-06	1.63678e-05	ENSG00000212916	MAP10	0.00123831413205742
440	ENST00000420999	sorex_araneus	1.35088e-05	5.4035e-05	ENSG00000183690	EFHC2	0.00299789971929825
441	ENST00000421412	sorex_araneus	0.0001219388	0.0003658163	ENSG00000163701	IL17RE	0.0127840194525386
442	ENST00000421491	sorex_araneus	2.68836e-05	8.06507e-05	ENSG00000254535	PABPC4L	0.00404840910603175
443	ENST00000425054	sorex_araneus	0	0	ENSG00000095981	KCNK16	0
444	ENST00000425368	sorex_araneus	0.0006822541	0.0020467623	ENSG00000243649	CFB	0.0480169220884273
445	ENST00000425673	sorex_araneus	7.69139e-05	0.0003076558	ENSG00000090924	PLEKHG2	0.0111574621779817
446	ENST00000427411	sorex_araneus	0.0001596721	0.0006386885	ENSG00000130234	ACE2	0.0199614867108481
447	ENST00000428459	sorex_araneus	2.251e-05	6.75301e-05	ENSG00000186010	NDUFA13	0.00353571503708609
448	ENST00000428559	sorex_araneus	0.0001148093	0.000459237	ENSG00000023697	DERA	0.0152872746189474
449	ENST00000429584	sorex_araneus	3.97429e-05	0.0001589718	ENSG00000230797	YY2	0.00686792923934426
450	ENST00000430092	sorex_araneus	4.3e-09	1.71e-08	ENSG00000185842	DNAH14	5.19971538461538e-06
451	ENST00000430297	sorex_araneus	0.0001169889	0.0004679558	ENSG00000144567	RETREG2	0.0155447838436975
452	ENST00000431206	sorex_araneus	3.30546e-05	0.0001322184	ENSG00000185627	PSMD13	0.00599036487335244
453	ENST00000433039	sorex_araneus	2.9331e-06	8.7993e-06	ENSG00000183246	RIMBP3C	0.000748035116129032
454	ENST00000433477	sorex_araneus	0.0001204563	0.0004818253	ENSG00000256043	CTSO	0.0159385390033473
455	ENST00000434006	sorex_araneus	0.0002964855	0.0008894565	ENSG00000229453	SPINK8	0.0254323439023508
456	ENST00000434032	sorex_araneus	0.0004197758	0.0012593274	ENSG00000172046	USP19	0.0328588858891089
457	ENST00000434108	sorex_araneus	3.12e-08	1.248e-07	ENSG00000182132	KCNIP1	2.56688311688312e-05
458	ENST00000434423	sorex_araneus	0	0	ENSG00000196313	POM121	0
459	ENST00000434600	sorex_araneus	1.7153e-05	6.86119e-05	ENSG00000005893	LAMP2	0.00356886202368421
460	ENST00000434813	sorex_araneus	0.000124832	0.000499328	ENSG00000013441	CLK1	0.0164144996590437
461	ENST00000434900	sorex_araneus	6.05e-08	2.421e-07	ENSG00000112038	OPRM1	4.11622064516129e-05
462	ENST00000435363	sorex_araneus	0.0003561895	0.0010685684	ENSG00000224389	C4B	0.029295622815917
463	ENST00000435803	sorex_araneus	0.0002287043	0.0009148171	ENSG00000179869	ABCA13	0.0258803348436494
464	ENST00000436408	sorex_araneus	0	1e-10	ENSG00000176945	MUC20	5.27066666666667e-08
465	ENST00000438447	sorex_araneus	0	0	ENSG00000133401	PDZD2	0
466	ENST00000438480	sorex_araneus	3.8727e-05	0.000116181	ENSG00000188981	MSANTD1	0.00537418532594752
467	ENST00000438958	sorex_araneus	4.08206e-05	0.0001224617	ENSG00000215252	GOLGA8B	0.00559642890289017
468	ENST00000439140	sorex_araneus	6.366e-07	2.5464e-06	ENSG00000155754	C2CD6	0.000277680529655172
469	ENST00000441173	sorex_araneus	3.958e-07	1.1875e-06	ENSG00000188186	LAMTOR4	0.000156472916666667
470	ENST00000441174	sorex_araneus	0.0002082536	0.0008330145	ENSG00000154144	TBRG1	0.0242571367845304
471	ENST00000441493	sorex_araneus	9.5e-09	3.82e-08	ENSG00000243156	MICAL3	1.02376e-05
472	ENST00000442825	sorex_araneus	0.0005318271	0.0021273085	ENSG00000109684	CLNK	0.0497588787011834
473	ENST00000443029	sorex_araneus	2.54744e-05	0.0001018975	ENSG00000206562	METTL6	0.004809562
474	ENST00000443866	sorex_araneus	1.7e-08	5.11e-08	ENSG00000226321	CROCC2	1.28252888888889e-05
475	ENST00000444746	sorex_araneus	0.0004881766	0.0019527064	ENSG00000080345	RIF1	0.0462911448227886
476	ENST00000445164	sorex_araneus	2.996e-07	1.1983e-06	ENSG00000137747	TMPRSS13	0.00015659107107438
477	ENST00000445220	sorex_araneus	6.9952e-06	2.09855e-05	ENSG00000251322	SHANK3	0.00145536283333333
478	ENST00000447204	sorex_araneus	0.0001935675	0.0005807025	ENSG00000106565	TMEM176B	0.0184009377354709
479	ENST00000447241	sorex_araneus	4.7084e-06	1.41251e-05	ENSG00000204296	TSBP1	0.00110567366930693
480	ENST00000448507	sorex_araneus	0.0001141635	0.0004566538	ENSG00000132405	TBC1D14	0.0152333541890295
481	ENST00000449549	sorex_araneus	3.74e-07	1.4962e-06	ENSG00000237172	B3GNT9	0.000186282790551181
482	ENST00000450165	sorex_araneus	4.4e-09	1.77e-08	ENSG00000079112	CDH17	5.28061132075472e-06
483	ENST00000450662	sorex_araneus	1.98031e-05	7.92123e-05	ENSG00000172421	EFCAB3	0.00400161305942492
484	ENST00000451060	sorex_araneus	0.0002249934	0.0008999737	ENSG00000100227	POLDIP3	0.0256403317917117
485	ENST00000451102	sorex_araneus	1.28786e-05	3.86358e-05	ENSG00000166548	TK2	0.00236786538604651
486	ENST00000455884	sorex_araneus	2.23581e-05	8.94325e-05	ENSG00000186952	TMEM232	0.00439163568322981
487	ENST00000462833	sorex_araneus	3.13e-08	1.25e-07	ENSG00000173175	ADCY5	2.56688311688312e-05
488	ENST00000464606	sorex_araneus	6.24e-07	2.4961e-06	ENSG00000105939	ZC3HAV1	0.000274085647222222
489	ENST00000465301	sorex_araneus	0	0	ENSG00000243978	RTL9	0
490	ENST00000469408	sorex_araneus	0.0004106424	0.0012319271	ENSG00000091127	PUS7	0.0324113665643927
491	ENST00000469435	sorex_araneus	2.623e-07	1.049e-06	ENSG00000067082	KLF6	0.000142989551724138
492	ENST00000471714	sorex_araneus	7.77733e-05	0.0003110934	ENSG00000154175	ABI3BP	0.0112563131368421
493	ENST00000475866	sorex_araneus	1.2e-08	4.79e-08	ENSG00000176092	CRYBG2	1.24163081967213e-05
494	ENST00000476993	sorex_araneus	0.0002835047	0.0011340188	ENSG00000179403	VWA1	0.0304950769823129
495	ENST00000477737	sorex_araneus	0.0001113448	0.0004453792	ENSG00000168658	VWA3B	0.0150156416
496	ENST00000479613	sorex_araneus	1.1368e-05	3.41041e-05	ENSG00000171130	ATP6V0E2	0.00213143885059289
497	ENST00000481105	sorex_araneus	9.818e-06	3.92721e-05	ENSG00000134602	STK26	0.00238096611340996
498	ENST00000484928	sorex_araneus	4.2791e-05	0.0001711641	ENSG00000002933	TMEM176A	0.00727539448709677
499	ENST00000490799	sorex_araneus	5.501e-07	2.2002e-06	ENSG00000112053	SLC26A8	0.00025209827826087
500	ENST00000494664	sorex_araneus	0.0003223133	0.001289253	ENSG00000113845	TIMMDC1	0.0332555765676998
